"symbol","company","identifier","sedol","weight","sector","shares_held","local_currency"
"DE","DEERE + CO","244199105","2261203",0.00267472407507277,"-",3093056,"USD"
"PEP","PEPSICO INC","713448108","2681511",0.00266849603397045,"-",16817887,"USD"
"T","AT+T INC","00206R102","2831811",0.00260356072081072,"-",84429626,"USD"
"WDC","WESTERN DIGITAL CORP","958102105","2954699",0.00256653182259022,"-",4445302,"USD"
"ETN","EATON CORP PLC","G29183103","B8KQN82",0.00256387692045365,"-",4794224,"USD"
"MCD","MCDONALD S CORP","580135101","2550707",0.00253269679160167,"-",8719106,"USD"
"DELL","DELL TECHNOLOGIES  C","24703L202","BHKD3S6",0.00249805331297004,"-",3727531,"USD"
"WELL","WELLTOWER INC","95040Q104","BYVYHH4",0.00249001874071464,"-",8887279,"USD"
"UNP","UNION PACIFIC CORP","907818108","2914734",0.00246186280489792,"-",7330669,"USD"
"SCHW","SCHWAB (CHARLES) CORP","808513105","2779397",0.00242903583825446,"-",20029005,"USD"
"NEE","NEXTERA ENERGY INC","65339F101","2328915",0.00241731833784722,"-",25750071,"USD"
"PFE","PFIZER INC","717081103","2684703",0.00241603081011933,"-",70341149,"USD"
"AXP","AMERICAN EXPRESS CO","025816109","2026082",0.00239028025556168,"-",6494532,"USD"
"BA","BOEING CO/THE","097023105","2108601",0.00237486984616749,"-",9745625,"USD"
"COP","CONOCOPHILLIPS","20825C104","2685717",0.00231257945430922,"-",14812551,"USD"
"BLK","BLACKROCK INC","09290D101","BMZBBT7",0.00229612105722954,"-",1775713,"USD"
"NOW","SERVICENOW INC","81762P102","B80NXX8",0.0021874197821569,"-",12747945,"USD"
"TJX","TJX COMPANIES INC","872540109","2989301",0.00218464510999913,"-",13620904,"USD"
"UBER","UBER TECHNOLOGIES INC","90353T100","BK6N347",0.00213100810217245,"-",25185438,"USD"
"ISRG","INTUITIVE SURGICAL INC","46120E602","2871301",0.00211462955177357,"-",4355854,"USD"
"-","US DOLLAR","999USDZ92","-",0.00210227327791994,"-",1724799064.7,"USD"
"DHR","DANAHER CORP","235851102","2250870",0.00208336957624079,"-",7714780,"USD"
"VRTX","VERTEX PHARMACEUTICALS INC","92532F100","2931034",0.00196662374807765,"-",3124879,"USD"
"NEM","NEWMONT CORP","651639106","2636607",0.00195460682261742,"-",12979741,"USD"
"PLD","PROLOGIS INC","74340W103","B44WZD7",0.00191322628029337,"-",11717625,"USD"
"BMY","BRISTOL MYERS SQUIBB CO","110122108","2126335",0.00187821351076304,"-",25199821,"USD"
"SPGI","S+P GLOBAL INC","78409V104","BYV2325",0.00184513702324208,"-",3724062,"USD"
"PH","PARKER HANNIFIN CORP","701094104","2671501",0.00184194315601013,"-",1556005,"USD"
"GLW","CORNING INC","219350105","2224701",0.00183984718063915,"-",9771438,"USD"
"COF","CAPITAL ONE FINANCIAL CORP","14040H105","2654461",0.0018062616705281,"-",7557022,"USD"
"PGR","PROGRESSIVE CORP","743315103","2705024",0.00177481205912842,"-",7168466,"USD"
"CB","CHUBB LTD","H1467J104","B3BQMF6",0.00176680742937833,"-",4324355,"USD"
"BKNG","BOOKING HOLDINGS INC","09857L108","BDRXDB4",0.00175869301044214,"-",9255329,"USD"
"MO","ALTRIA GROUP INC","02209S103","2692632",0.00173140540727911,"-",20602207,"USD"
"MDT","MEDTRONIC PLC","G5960L103","BTN1Y11",0.00171608482540081,"-",15766562,"USD"
"ACN","ACCENTURE PLC CL A","G1151C101","B4BNMY3",0.00168599260757471,"-",7537401,"USD"
"FTNT","FORTINET INC","34959E109","B5B2106",0.00165555106052012,"-",7599223,"USD"
"CVS","CVS HEALTH CORP","126650100","2577609",0.00165032110292779,"-",15769802,"USD"
"MPC","MARATHON PETROLEUM CORP","56585A102","B3K3L40",0.00163729611312247,"-",3458739,"USD"
"VLO","VALERO ENERGY CORP","91913Y100","2041364",0.00162617746282122,"-",3549870,"USD"
"SBUX","STARBUCKS CORP","855244109","2842255",0.00161364153393578,"-",14063098,"USD"
"LOW","LOWE S COS INC","548661107","2536763",0.00161192483029861,"-",6911033,"USD"
"LMT","LOCKHEED MARTIN CORP","539830109","2522096",0.00160206376521994,"-",2505149,"USD"
"ADP","AUTOMATIC DATA PROCESSING","053015103","2065308",0.00157436694781781,"-",4898674,"USD"
"FCX","FREEPORT MCMORAN INC","35671D857","2352118",0.00156443601689344,"-",17684388,"USD"
"EQIX","EQUINIX INC","29444U700","BVLZX12",0.00154080139937696,"-",1218264,"USD"
"MCK","MCKESSON CORP","58155Q103","2378534",0.00154060178267496,"-",1435520,"USD"
"PSX","PHILLIPS 66","718546104","B78C4Y8",0.00153635992775752,"-",4914591,"USD"
"BNY","BANK OF NEW YORK MELLON CORP","064058100","B1Z77F6",0.0015226861836707,"-",8355809,"USD"
"CME","CME GROUP INC","12572Q105","2965839",0.00146154358784892,"-",4428028,"USD"
"HOOD","ROBINHOOD MARKETS INC   A","770700102","BP0TQN6",0.00145950749748855,"-",9759115,"USD"
"TT","TRANE TECHNOLOGIES PLC","G8994E103","BK9ZQ96",0.00144327865961617,"-",2709122,"USD"
"SO","SOUTHERN CO/THE","842587107","2829601",0.00144308902374927,"-",14184379,"USD"
"VRT","VERTIV HOLDINGS CO A","92537N108","BL3LWS8",0.00143948594227822,"-",4747217,"USD"
"ADBE","ADOBE INC","00724F101","2008154",0.00143610243917936,"-",4895267,"USD"
"SYK","STRYKER CORP","863667101","2853688",0.00143427594635609,"-",4304095,"USD"
"PWR","QUANTA SERVICES INC","74762E102","2150204",0.00143266903190501,"-",1851354,"USD"
"USB","US BANCORP","902973304","2736035",0.00136936059486656,"-",19211358,"USD"
"HWM","HOWMET AEROSPACE INC","443201108","BKLJ8V2",0.00136916097816456,"-",4910036,"USD"
"BX","BLACKSTONE INC","09260D107","BKF2SL7",0.00134549641814278,"-",9255526,"USD"
"PNC","PNC FINANCIAL SERVICES GROUP","693475105","2692665",0.00134329065358571,"-",4919413,"USD"
"DUK","DUKE ENERGY CORP","26441C204","B7VD3F2",0.00133823037019007,"-",9616717,"USD"
"JCI","JOHNSON CONTROLS INTERNATION","G51502105","BY7QL61",0.00132622342556493,"-",7457800,"USD"
"ICE","INTERCONTINENTAL EXCHANGE IN","45866F104","BFSSDS9",0.00131905718596323,"-",6921742,"USD"
"MMM","3M CO","88579Y101","2595708",0.00131795929410224,"-",6349467,"USD"
"GD","GENERAL DYNAMICS CORP","369550108","2365161",0.00131331820578081,"-",3138389,"USD"
"CSX","CSX CORP","126408103","2160753",0.00131192088886683,"-",22808978,"USD"
"WMB","WILLIAMS COS INC","969457100","2967181",0.00130839765407657,"-",15095863,"USD"
"CEG","CONSTELLATION ENERGY","21037T109","BMH4FS1",0.0013066510079341,"-",4062583,"USD"
"ELV","ELEVANCE HEALTH INC","036752103","BSPHGL4",0.00129705942540312,"-",2670017,"USD"
"EMR","EMERSON ELECTRIC CO","291011104","2313405",0.00129388551984137,"-",6866938,"USD"
"APP","APPLOVIN CORP CLASS A","03831W108","BMV3LG4",0.0012838447997309,"-",3341232,"USD"
"CDNS","CADENCE DESIGN SYS INC","127387108","2302232",0.00127921369224456,"-",3395529,"USD"
"DDOG","DATADOG INC   CLASS A","23804L103","BKT9Y49",0.00126588927738624,"-",4129734,"USD"
"LITE","LUMENTUM HOLDINGS INC","55024U109","BYM9ZP2",0.00124749459829719,"-",1092315,"USD"
"HPE","HEWLETT PACKARD ENTERPRISE","42824C109","BYVYWS0",0.00123847192336691,"-",16301862,"USD"
"MRSH","MARSH + MCLENNAN COS","571748102","2567741",0.00122197360294683,"-",5884260,"USD"
"BE","BLOOM ENERGY CORP  A","093712107","BDD1BB8",0.00121805113475258,"-",3631470,"USD"
"TMUS","T MOBILE US INC","872590104","B94Q9V0",0.0012017624118696,"-",5951837,"USD"
"AMT","AMERICAN TOWER CORP","03027X100","B7FBFL2",0.00119898773971184,"-",5760058,"USD"
"CMCSA","COMCAST CORP CLASS A","20030N101","2044545",0.00119755049945746,"-",43570884,"USD"
"SNPS","SYNOPSYS INC","871607107","2867719",0.00118877734540468,"-",2361210,"USD"
"REGN","REGENERON PHARMACEUTICALS","75886F107","2730190",0.0011797047662989,"-",1207102,"USD"
"INTU","INTUIT INC","461202103","2459020",0.00117723950002923,"-",3367715,"USD"
"MDLZ","MONDELEZ INTERNATIONAL INC A","609207105","B8CKK03",0.00117663066908814,"-",15712168,"USD"
"WM","WASTE MANAGEMENT INC","94106L109","2937667",0.00116138993389064,"-",4583689,"USD"
"WBD","WARNER BROS DISCOVERY INC","934423104","BM8JYX3",0.00116066133292835,"-",30957561,"USD"
"SLB","SLB LTD","806857108","2779201",0.00115506208443733,"-",18269944,"USD"
"MSI","MOTOROLA SOLUTIONS INC","620076307","B5BKPQ4",0.00114342443071088,"-",2037429,"USD"
"MAR","MARRIOTT INTERNATIONAL  CL A","571903202","2210614",0.00112821363801869,"-",2632185,"USD"
"TRV","TRAVELERS COS INC/THE","89417E109","2769503",0.00112802400215179,"-",2568000,"USD"
"ROST","ROSS STORES INC","778296103","2746711",0.00112597793095632,"-",3948194,"USD"
"EOG","EOG RESOURCES INC","26875P101","2318024",0.00111811303289762,"-",6467468,"USD"
"SHW","SHERWIN WILLIAMS CO/THE","824348106","2804211",0.00111767387615323,"-",2808885,"USD"
"GM","GENERAL MOTORS CO","37045V100","B665KZ5",0.00110282239352463,"-",10801013,"USD"
"CMI","CUMMINS INC","231021106","2240202",0.00108375899848388,"-",1694770,"USD"
"UPS","UNITED PARCEL SERVICE CL B","911312106","2517382",0.00107824957750876,"-",9232351,"USD"
"DASH","DOORDASH INC   A","25809K105","BN13P03",0.00107023496692356,"-",4639212,"USD"
"TGT","TARGET CORP","87612E106","2259101",0.0010676399497976,"-",5605621,"USD"
"CI","THE CIGNA GROUP","125523100","BHJ0775",0.00106542420440543,"-",3258349,"USD"
"ITW","ILLINOIS TOOL WORKS","452308109","2457552",0.00106501499016633,"-",3195765,"USD"
"NSC","NORFOLK SOUTHERN CORP","655844108","2641894",0.00106375740494375,"-",2770562,"USD"
"MCO","MOODY S CORP","615369105","2252058",0.00106059348021709,"-",1836349,"USD"
"ECL","ECOLAB INC","278865100","2304227",0.00104734891203957,"-",3105259,"USD"
"ORLY","O REILLY AUTOMOTIVE INC","67103H107","B65LWX6",0.00104438460401491,"-",9975040,"USD"
"HLT","HILTON WORLDWIDE HOLDINGS IN","43300A203","BYVMW06",0.00103719840274301,"-",2769888,"USD"
"NOC","NORTHROP GRUMMAN CORP","666807102","2648806",0.00103486288732964,"-",1650495,"USD"
"CL","COLGATE PALMOLIVE CO","194162103","2209106",0.00102950317888101,"-",9829543,"USD"
"MRNA","MODERNA INC","60770K107","BGSXTS3",0.00101623864903329,"-",4578358,"USD"
"HON","HONEYWELL INTERNATIONAL INC","438516205","BN7RHC5",0.0010149810638107,"-",3917462,"USD"
"KKR","KKR + CO INC","48251W104","BG1FRR1",0.00101281522259403,"-",8548035,"USD"
"MPWR","MONOLITHIC POWER SYSTEMS INC","609839105","B01Z7J1",0.00100285434916437,"-",607008,"USD"
"CTAS","CINTAS CORP","172908105","2197137",0.000992913437404899,"-",4243521,"USD"
"SPG","SIMON PROPERTY GROUP INC","828806109","2812452",0.000992733782373101,"-",3989437,"USD"
"AEP","AMERICAN ELECTRIC POWER","025537101","2026242",0.000970865772669294,"-",6727531,"USD"
"BSX","BOSTON SCIENTIFIC CORP","101137107","2113434",0.000969887650829507,"-",17833690,"USD"
"HCA","HCA HEALTHCARE INC","40412C101","B4MGBG6",0.000965695700087563,"-",1815195,"USD"
"URI","UNITED RENTALS INC","911363109","2134781",0.000965356351694168,"-",767472,"USD"
"FDX","FEDEX CORP","31428X106","2142784",0.000964308364008682,"-",2714107,"USD"
"APD","AIR PRODUCTS + CHEMICALS INC","009158106","2011602",0.000963400108014594,"-",2754333,"USD"
"DLR","DIGITAL REALTY TRUST INC","253868103","B03GQS4",0.000958599326331559,"-",4334384,"USD"
"MNST","MONSTER BEVERAGE CORP","61174X109","BZ07BW4",0.000944436521324848,"-",17646440,"USD"
"ABNB","AIRBNB INC CLASS A","009066101","BMGYYH4",0.000942110986746579,"-",5167478,"USD"
"TEL","TE CONNECTIVITY PLC","G87052109","BRC3N84",0.000932748963422905,"-",3569494,"USD"
"KMI","KINDER MORGAN INC","49456B101","B3NQ4P8",0.000925592704656301,"-",24207767,"USD"
"TER","TERADYNE INC","880770102","2884183",0.00091744834321481,"-",1934304,"USD"
"TDG","TRANSDIGM GROUP INC","893641100","B11FJK3",0.000916300547178325,"-",680162,"USD"
"TRGP","TARGA RESOURCES CORP","87612G101","B55PZY3",0.000912038730590682,"-",2643986,"USD"
"KEYS","KEYSIGHT TECHNOLOGIES IN","49338L103","BQZJ0Q9",0.000911130474596594,"-",2115493,"USD"
"AON","AON PLC CLASS A","G0403H108","BLP1HW5",0.000896019490255397,"-",2610568,"USD"
"COR","CENCORA INC","03073E105","2795393",0.000895510467665304,"-",2352736,"USD"
"NXPI","NXP SEMICONDUCTORS NV","N6596X109","B505PN7",0.000892316600433346,"-",3109478,"USD"
"PCAR","PACCAR INC","693718108","2665861",0.000888963039839791,"-",6506769,"USD"
"COHR","COHERENT CORP","19247G107","BNG8Z81",0.000886168406011829,"-",2418662,"USD"
"AJG","ARTHUR J GALLAGHER + CO","363576109","2359506",0.000884531549055451,"-",3160186,"USD"
"APO","APOLLO GLOBAL MANAGEMENT INC","03769M106","BN44JF6",0.000882964557944772,"-",5825192,"USD"
"FAST","FASTENAL CO","311900104","2332262",0.000882126167796383,"-",14193661,"USD"
"BKR","BAKER HUGHES CO","05722G100","BDHLTQ5",0.000867763746087675,"-",12268728,"USD"
"TFC","TRUIST FINANCIAL CORP","89832Q109","BKP7287",0.000861046644065465,"-",15030550,"USD"
"FIX","COMFORT SYSTEMS USA INC","199908104","2036047",0.000860437813124373,"-",434184,"USD"
"OKE","ONEOK INC","30609A109","BWJJFW8",0.000859599422975985,"-",7789439,"USD"
"RCL","ROYAL CARIBBEAN CRUISES LTD","V7780T103","2754907",0.00085918022790179,"-",3060815,"USD"
"ALL","ALLSTATE CORP","020002101","2019952",0.000855806705638036,"-",3111505,"USD"
"AME","AMETEK INC","031100100","2089212",0.000851335291513295,"-",2834138,"USD"
"CRH","CRH PLC","G25508105","B01ZKD6",0.000850307265498009,"-",8185267,"USD"
"NUE","NUCOR CORP","670346105","2651086",0.000840316449563043,"-",2791441,"USD"
"GWW","WW GRAINGER INC","384802104","2380863",0.000827461133954415,"-",534271,"USD"
"D","DOMINION ENERGY INC","25746U109","2542049",0.000810743235162139,"-",10874075,"USD"
"CTVA","CORTEVA INC","22052L104","BK73B42",0.000806411552728797,"-",8226992,"USD"
"DVN","DEVON ENERGY CORP","25179M103","2480677",0.000792308632732686,"-",13531267,"USD"
"O","REALTY INCOME CORP","756109104","2724193",0.000790811507467706,"-",11667209,"USD"
"HONA","HONEYWELL AEROSPACE INC","43849R105","BN7RHB4",0.000779872512198253,"-",3917462,"USD"
"MET","METLIFE INC","59156R108","2573209",0.000777896306848479,"-",6566025,"USD"
"AFL","AFLAC INC","001055102","2026361",0.000772726234266749,"-",5501820,"USD"
"SRE","SEMPRA","816851109","2138158",0.000771817978272661,"-",8082912,"USD"
"CAH","CARDINAL HEALTH INC","14149Y108","2175672",0.000771458668209065,"-",2860488,"USD"
"F","FORD MOTOR CO","345370860","2615468",0.000763244440921875,"-",48392696,"USD"
"CIEN","CIENA CORP","171779309","B1FLZ21",0.000756766878942062,"-",1744498,"USD"
"EW","EDWARDS LIFESCIENCES CORP","28176E108","2567116",0.000753423299183607,"-",7119806,"USD"
"BDX","BECTON DICKINSON AND CO","075887109","2087807",0.000745179129391118,"-",3349656,"USD"
"STT","STATE STREET CORP","857477103","2842040",0.000741077006165073,"-",3378785,"USD"
"WAB","WABTEC CORP","929740108","2955733",0.000739909248458388,"-",2077379,"USD"
"DAL","DELTA AIR LINES INC","247361702","B1W9D46",0.00072930960158233,"-",7319325,"USD"
"ROK","ROCKWELL AUTOMATION INC","773903109","2754060",0.000725696539276178,"-",1375390,"USD"
"PSA","PUBLIC STORAGE","74460D109","2852533",0.000724728398271491,"-",2073729,"USD"
"GRMN","GARMIN LTD","H2906T109","B3Z5T14",0.000716853519377697,"-",2045138,"USD"
"FITB","FIFTH THIRD BANCORP","316773100","2336747",0.000704307609657165,"-",11179013,"USD"
"A","AGILENT TECHNOLOGIES INC","00846U101","2520153",0.000704028146274369,"-",3493934,"USD"
"AZO","AUTOZONE INC","053332102","2065955",0.00069648263493887,"-",200970,"USD"
"ETR","ENTERGY CORP","29364G103","2317087",0.000695923708173277,"-",5753950,"USD"
"ADSK","AUTODESK INC","052769106","2065159",0.000690923309788244,"-",2610461,"USD"
"CVNA","CARVANA CO","146869102","BYQHPG3",0.000690404306363051,"-",8857498,"USD"
"CARR","CARRIER GLOBAL CORP","14448C104","BK4N0D7",0.000682589312479856,"-",10163818,"USD"
"HUM","HUMANA INC","444859102","2445063",0.000678028070839217,"-",1484300,"USD"
"PYPL","PAYPAL HOLDINGS INC","70450Y103","BYW36M8",0.000673177384980682,"-",10518123,"USD"
"LHX","L3HARRIS TECHNOLOGIES INC","502431109","BK9DTN5",0.000671640336375303,"-",2303584,"USD"
"VTR","VENTAS INC","92276F100","2927925",0.000667867580707553,"-",6324418,"USD"
"AMP","AMERIPRISE FINANCIAL INC","03076C106","B0J7D57",0.000665691758655782,"-",1086261,"USD"
"XEL","XCEL ENERGY INC","98389B100","2614807",0.000664803464331894,"-",7719178,"USD"
"COIN","COINBASE GLOBAL INC  CLASS A","19260Q107","BMC9P69",0.000664184652555702,"-",2750352,"USD"
"VMRK","VIVMARK RESIDENTIAL","29476L107","2319157",0.000660990785323745,"-",8848253,"USD"
"IQV","IQVIA HOLDINGS INC","46266C105","BDR73G1",0.00066068137943565,"-",2023643,"USD"
"EBAY","EBAY INC","278642103","2293819",0.000656569275374505,"-",4937913,"USD"
"VST","VISTRA CORP","92840M102","BZ8VJQ8",0.000654143932445237,"-",3889880,"USD"
"NKE","NIKE INC  CL B","654106103","2640147",0.000651728570351069,"-",14832464,"USD"
"KDP","KEURIG DR PEPPER INC","49271V100","BD3W133",0.000651209566925876,"-",16822330,"USD"
"FERG","FERGUSON ENTERPRISES INC","31488V107","BS6VHW3",0.000643025282143986,"-",2385340,"USD"
"NDAQ","NASDAQ INC","631103108","2965107",0.000633373814602415,"-",5444764,"USD"
"EXC","EXELON CORP","30161N101","2670519",0.000631257877561244,"-",12728269,"USD"
"OXY","OCCIDENTAL PETROLEUM CORP","674599105","2655408",0.00062779452778159,"-",8979549,"USD"
"RSG","REPUBLIC SERVICES INC","760759100","2262530",0.000625738475751018,"-",2409128,"USD"
"IBKR","INTERACTIVE BROKERS GRO CL A","45841N107","B1WT4X2",0.000623462845348248,"-",5586706,"USD"
"FLEX","FLEX LTD","Y2573F102","2353058",0.000622344991817063,"-",4546723,"USD"
"WAT","WATERS CORP","941848103","2937689",0.000621566486679273,"-",1212541,"USD"
"IDXX","IDEXX LABORATORIES INC","45168D104","2459202",0.000620787981541484,"-",975671,"USD"
"CMG","CHIPOTLE MEXICAN GRILL INC","169656105","B0X7DZ3",0.000620189131435492,"-",15555871,"USD"
"MCHP","MICROCHIP TECHNOLOGY INC","595017104","2592174",0.000616087008209447,"-",6692222,"USD"
"MSCI","MSCI INC","55354G100","B2972D2",0.000609569522889234,"-",899984,"USD"
"VEEV","VEEVA SYSTEMS INC CLASS A","922475108","BFH3N85",0.000608012512613655,"-",1842429,"USD"
"PRU","PRUDENTIAL FINANCIAL INC","744320102","2819118",0.000607753010901059,"-",4240353,"USD"
"XYZ","BLOCK INC","852234103","BYNZGK1",0.000607014429103668,"-",6668731,"USD"
"ADM","ARCHER DANIELS MIDLAND CO","039483102","2047317",0.000596654322270007,"-",5958821,"USD"
"AIG","AMERICAN INTERNATIONAL GROUP","026874784","2027342",0.000593929554287744,"-",6447228,"USD"
"CBRE","CBRE GROUP INC   A","12504L109","B6WVMH3",0.000582401689747398,"-",3502875,"USD"
"ILMN","ILLUMINA INC","452327109","2613990",0.000579487285898237,"-",1861697,"USD"
"WDAY","WORKDAY INC CLASS A","98138H101","B8K6ZD1",0.00057927768836114,"-",2470427,"USD"
"NTAP","NETAPP INC","64110D104","2630643",0.000578938339967744,"-",2419310,"USD"
"YUM","YUM  BRANDS INC","988498101","2098876",0.000576802441256373,"-",3365085,"USD"
"FANG","DIAMONDBACK ENERGY INC","25278X109","B7Y8YR3",0.00057032487927656,"-",2520440,"USD"
"ED","CONSOLIDATED EDISON INC","209115104","2216850",0.000570055396728863,"-",4558043,"USD"
"SYY","SYSCO CORP","871829107","2868165",0.000555912553392353,"-",5912556,"USD"
"AXON","AXON ENTERPRISE INC","05464C101","BDT5S35",0.00055017357320993,"-",1001722,"USD"
"P","EVERPURE INC A","74624M102","BYZ62T3",0.000547758211115762,"-",4098552,"USD"
"TTWO","TAKE TWO INTERACTIVE SOFTWRE","874054109","2122117",0.000545063385638798,"-",2167469,"USD"
"ROP","ROPER TECHNOLOGIES INC","776696106","2749602",0.000544494478038106,"-",1219370,"USD"
"UAL","UNITED AIRLINES HOLDINGS INC","910047109","B4QG225",0.000541590055024045,"-",4013209,"USD"
"DHI","DR HORTON INC","23331A109","2250687",0.000534264122060743,"-",3127181,"USD"
"IRM","IRON MOUNTAIN INC","46284V101","BVFTF03",0.000516009174663087,"-",3678454,"USD"
